Normalized_intensity_increment,SE
-7.68E-01,5.17E-03
-7.57E-01,5.14E-03
-7.63E-01,5.08E-03
-7.59E-01,5.86E-03
-7.55E-01,5.36E-03
-7.56E-01,5.43E-03
-7.61E-01,5.23E-03
-7.59E-01,5.88E-03
-7.61E-01,5.42E-03
-7.57E-01,5.49E-03
-7.44E-01,4.89E-03
-7.46E-01,4.87E-03
-7.44E-01,4.40E-03
-7.42E-01,5.26E-03
-7.37E-01,4.78E-03
-7.39E-01,4.77E-03
-7.30E-01,5.17E-03
-6.81E-01,5.68E-03
-7.11E-01,5.10E-03
-7.03E-01,5.39E-03
-7.00E-01,5.15E-03
-7.00E-01,4.85E-03
-7.05E-01,5.43E-03
-7.08E-01,4.94E-03
-6.97E-01,5.13E-03
-6.89E-01,5.25E-03
-6.86E-01,4.09E-03
-6.81E-01,4.74E-03
-6.91E-01,4.60E-03
-6.81E-01,4.81E-03
-6.87E-01,4.64E-03
-6.84E-01,4.38E-03
-6.77E-01,4.70E-03
-6.72E-01,4.39E-03
-6.71E-01,4.41E-03
-6.75E-01,4.59E-03
-6.69E-01,4.90E-03
-6.65E-01,4.81E-03
-6.68E-01,5.03E-03
-6.62E-01,4.72E-03
-6.60E-01,5.07E-03
-6.51E-01,5.20E-03
-6.57E-01,4.92E-03
-6.46E-01,4.58E-03
-6.34E-01,4.72E-03
-6.37E-01,4.43E-03
-6.35E-01,4.64E-03
-6.38E-01,4.34E-03
-6.26E-01,4.76E-03
-6.25E-01,4.69E-03
-6.15E-01,4.61E-03
-6.09E-01,4.15E-03
-6.11E-01,4.40E-03
-6.20E-01,4.34E-03
-6.14E-01,4.13E-03
-6.14E-01,4.34E-03
-6.10E-01,3.99E-03
-6.06E-01,4.74E-03
-5.99E-01,4.32E-03
-5.85E-01,4.33E-03
-5.95E-01,4.30E-03
-5.92E-01,4.96E-03
-5.81E-01,4.11E-03
-5.80E-01,4.41E-03
-5.85E-01,4.21E-03
-5.79E-01,4.44E-03
-5.72E-01,4.04E-03
-5.75E-01,3.96E-03
-5.69E-01,4.67E-03
-5.69E-01,4.27E-03
-5.60E-01,4.50E-03
-5.51E-01,4.38E-03
-5.62E-01,4.43E-03
-5.69E-01,4.04E-03
-5.51E-01,4.54E-03
-5.49E-01,4.33E-03
-5.57E-01,4.53E-03
-5.53E-01,4.12E-03
-5.38E-01,4.37E-03
-5.49E-01,4.44E-03
-5.41E-01,4.74E-03
-5.33E-01,4.49E-03
-5.30E-01,4.39E-03
-5.31E-01,4.52E-03
-5.37E-01,4.66E-03
-5.19E-01,4.52E-03
-5.18E-01,4.62E-03
-5.13E-01,4.74E-03
-5.09E-01,4.49E-03
-5.10E-01,4.21E-03
-5.02E-01,4.61E-03
-5.22E-01,4.28E-03
-5.14E-01,4.58E-03
-5.02E-01,4.79E-03
-4.90E-01,4.38E-03
-5.01E-01,4.44E-03
-4.82E-01,4.77E-03
-4.93E-01,4.23E-03
-4.81E-01,4.43E-03
-5.04E-01,4.71E-03
-4.93E-01,4.23E-03
-4.71E-01,4.76E-03
-4.76E-01,4.65E-03
-4.85E-01,4.13E-03
-4.64E-01,4.69E-03
-4.66E-01,4.84E-03
-4.62E-01,4.64E-03
-4.61E-01,5.27E-03
-4.54E-01,5.48E-03
-4.58E-01,4.59E-03
-4.65E-01,4.81E-03
-4.50E-01,4.94E-03
-4.44E-01,4.78E-03
-4.54E-01,4.47E-03
-4.48E-01,4.44E-03
-4.39E-01,4.55E-03
-4.29E-01,4.66E-03
-4.47E-01,4.42E-03
-4.37E-01,4.55E-03
-4.35E-01,5.11E-03
-4.28E-01,4.69E-03
-4.31E-01,4.56E-03
-4.23E-01,5.19E-03
-4.19E-01,4.64E-03
-4.07E-01,4.41E-03
-4.08E-01,5.35E-03
-4.17E-01,4.78E-03
-4.00E-01,5.04E-03
-4.09E-01,4.66E-03
-4.09E-01,4.94E-03
-3.90E-01,4.68E-03
-4.00E-01,4.45E-03
-4.07E-01,4.73E-03
-3.88E-01,4.51E-03
-3.95E-01,4.63E-03
-3.88E-01,5.18E-03
-3.84E-01,4.91E-03
-3.95E-01,4.62E-03
-3.77E-01,4.80E-03
-3.69E-01,5.29E-03
-3.82E-01,4.87E-03
-3.61E-01,4.78E-03
-3.58E-01,4.81E-03
-3.66E-01,5.12E-03
-3.58E-01,5.20E-03
-3.56E-01,5.25E-03
-3.50E-01,5.63E-03
-3.70E-01,4.61E-03
-3.50E-01,4.28E-03
-3.41E-01,4.62E-03
-3.35E-01,4.87E-03
-3.41E-01,5.79E-03
-3.52E-01,5.03E-03
-3.42E-01,5.05E-03
-3.23E-01,5.21E-03
-3.32E-01,4.69E-03
-3.42E-01,4.51E-03
-3.25E-01,4.67E-03
-3.18E-01,5.04E-03
-3.14E-01,4.84E-03
-3.09E-01,5.13E-03
-3.13E-01,5.01E-03
-3.23E-01,4.66E-03
-3.12E-01,5.32E-03
-3.31E-01,4.85E-03
-3.17E-01,4.89E-03
-3.14E-01,5.00E-03
-3.12E-01,5.07E-03
-2.93E-01,5.07E-03
-2.88E-01,4.60E-03
-2.95E-01,5.70E-03
-2.85E-01,5.17E-03
-2.98E-01,5.26E-03
-2.78E-01,5.04E-03
-2.80E-01,5.43E-03
-2.84E-01,4.56E-03
-2.85E-01,5.21E-03
-2.80E-01,5.09E-03
-2.79E-01,5.53E-03
-2.64E-01,4.96E-03
-2.63E-01,5.16E-03
-2.72E-01,5.45E-03
-2.79E-01,4.94E-03
-2.68E-01,5.03E-03
-2.60E-01,5.45E-03
-2.62E-01,4.94E-03
-2.51E-01,5.37E-03
-2.45E-01,4.99E-03
-2.43E-01,5.41E-03
-2.55E-01,5.08E-03
-2.43E-01,5.17E-03
-2.55E-01,4.64E-03
-2.44E-01,4.49E-03
-2.45E-01,4.82E-03
-2.33E-01,5.68E-03
-2.22E-01,4.82E-03
-2.12E-01,5.31E-03
-2.27E-01,4.73E-03
-2.12E-01,5.27E-03
-2.30E-01,4.88E-03
-2.06E-01,4.78E-03
-2.28E-01,5.11E-03
-1.98E-01,5.76E-03
-1.93E-01,4.95E-03
-2.08E-01,6.66E-03
-1.95E-01,4.91E-03
-1.84E-01,6.41E-03
-1.82E-01,6.09E-03
-1.89E-01,5.67E-03
-1.92E-01,6.16E-03
-1.93E-01,5.42E-03
-1.68E-01,5.14E-03
-1.80E-01,5.96E-03
-1.56E-01,6.23E-03
-1.72E-01,5.58E-03
-1.61E-01,5.79E-03
-1.60E-01,5.37E-03
-1.73E-01,5.68E-03
-1.63E-01,6.27E-03
-1.75E-01,5.83E-03
-1.43E-01,5.39E-03
-1.52E-01,5.88E-03
-1.57E-01,5.99E-03
-1.28E-01,6.67E-03
-1.52E-01,5.46E-03
-1.31E-01,5.83E-03
-1.17E-01,5.84E-03
-1.50E-01,6.03E-03
-1.39E-01,6.15E-03
-1.10E-01,5.46E-03
-1.25E-01,5.12E-03
-1.15E-01,5.71E-03
-1.03E-01,6.09E-03
-1.19E-01,4.92E-03
-1.19E-01,5.66E-03
-1.20E-01,5.02E-03
-8.94E-02,6.03E-03
-9.68E-02,6.66E-03
-1.07E-01,5.82E-03
-1.04E-01,5.34E-03
-9.40E-02,5.49E-03
-8.98E-02,5.78E-03
-8.87E-02,6.45E-03
-8.97E-02,8.05E-03
-6.65E-02,6.29E-03
-6.91E-02,6.27E-03
-6.96E-02,5.49E-03
-6.28E-02,6.86E-03
-5.59E-02,5.48E-03
-6.91E-02,6.00E-03
-8.55E-02,5.45E-03
-5.02E-02,4.89E-03
-2.82E-02,5.88E-03
-6.36E-02,5.81E-03
-5.28E-02,6.52E-03
-5.86E-02,6.45E-03
-2.90E-02,5.96E-03
-5.26E-02,6.28E-03
-2.18E-02,5.90E-03
-3.79E-02,5.79E-03
-4.89E-02,5.33E-03
-3.57E-02,6.50E-03
-3.23E-02,6.53E-03
-2.65E-02,6.95E-03
-1.49E-02,6.06E-03
-3.30E-03,5.54E-03
-6.74E-03,5.88E-03
-1.14E-02,6.60E-03
-1.86E-03,6.62E-03
-1.68E-02,5.97E-03
5.13E-03,6.21E-03
-1.18E-02,5.25E-03
-1.68E-03,5.59E-03
-1.95E-03,5.42E-03
-7.79E-03,5.33E-03
-4.53E-03,5.40E-03
-2.90E-02,5.59E-03
-2.05E-02,5.92E-03
-8.73E-03,6.64E-03
-2.02E-02,3.70E-03
-9.11E-03,3.45E-03
2.93E-02,3.93E-03
-9.65E-03,5.09E-03
5.64E-03,6.05E-03
2.42E-02,5.56E-03
2.97E-02,5.87E-03
1.96E-02,5.95E-03
-1.05E-02,5.45E-03
4.49E-02,5.76E-03
2.64E-02,6.44E-03
1.23E-02,5.77E-03
4.84E-02,6.42E-03
6.11E-02,5.52E-03
3.28E-02,6.69E-03
4.04E-02,6.05E-03
3.60E-02,6.65E-03
5.16E-02,6.89E-03
2.53E-02,6.53E-03
3.52E-02,6.77E-03
1.46E-02,7.25E-03
4.19E-02,5.80E-03
2.76E-02,6.23E-03
2.96E-02,6.28E-03
4.97E-02,6.24E-03
3.41E-02,5.94E-03
1.93E-02,6.45E-03
4.03E-02,6.30E-03
5.53E-02,5.82E-03
2.31E-02,5.57E-03
4.89E-02,6.46E-03
7.69E-03,6.05E-03
2.02E-02,5.98E-03
3.92E-02,5.58E-03
4.69E-02,6.34E-03
2.44E-02,6.81E-03
4.07E-03,5.88E-03
2.03E-02,6.63E-03
2.22E-02,6.44E-03
2.56E-02,6.55E-03
2.93E-02,6.91E-03
2.47E-02,5.84E-03
3.47E-02,6.35E-03
3.69E-02,7.21E-03
3.09E-03,6.33E-03
3.02E-02,5.98E-03
4.29E-02,6.72E-03
3.06E-02,6.14E-03
3.77E-02,7.13E-03
5.71E-04,5.70E-03
1.36E-02,6.29E-03
2.69E-02,6.92E-03
3.17E-03,6.93E-03
-1.04E-02,5.67E-03
1.50E-02,6.82E-03
4.00E-02,6.12E-03
5.90E-02,6.96E-03
3.01E-02,7.54E-03
9.68E-03,6.89E-03
2.50E-02,5.35E-03
4.91E-02,6.02E-03
4.28E-02,7.30E-03
1.11E-02,6.17E-03
1.73E-02,6.11E-03
2.13E-02,6.37E-03
1.08E-02,6.10E-03
2.58E-02,6.43E-03
3.16E-02,6.27E-03
3.83E-02,6.25E-03
9.37E-03,6.91E-03
1.91E-02,6.02E-03
8.97E-03,5.14E-03
2.46E-02,6.43E-03
2.39E-02,6.11E-03
3.72E-03,6.67E-03
1.58E-02,5.66E-03
1.22E-02,6.21E-03
7.57E-03,6.46E-03
1.39E-02,6.12E-03
8.51E-03,5.56E-03
2.32E-02,6.99E-03
-4.35E-03,6.16E-03
-2.94E-04,6.25E-03
-8.59E-03,6.97E-03
1.69E-02,6.55E-03
-4.35E-03,6.64E-03
-4.23E-03,6.29E-03
5.89E-03,6.38E-03
1.43E-02,6.52E-03
2.18E-02,7.45E-03
-6.01E-03,6.60E-03
6.72E-03,6.76E-03
-1.12E-02,6.35E-03
2.17E-02,6.38E-03
1.61E-02,6.54E-03
-6.18E-03,6.98E-03
2.32E-02,7.23E-03
2.88E-03,7.58E-03
1.67E-02,7.13E-03
2.54E-02,6.93E-03
1.96E-02,6.35E-03
1.21E-02,6.95E-03
6.31E-03,7.07E-03
6.46E-03,6.93E-03
4.43E-04,7.10E-03
7.34E-03,6.36E-03
2.39E-02,7.76E-03
-2.11E-02,6.37E-03
-2.28E-03,7.17E-03
-1.49E-02,6.93E-03
1.45E-02,7.20E-03
1.59E-02,6.50E-03
1.94E-02,7.12E-03
-9.70E-03,6.73E-03
-1.73E-02,6.94E-03
-9.98E-03,7.01E-03
3.50E-02,6.58E-03
-5.90E-03,7.44E-03
9.08E-03,6.71E-03
2.63E-02,7.15E-03
1.56E-03,7.63E-03
6.14E-03,6.54E-03
-6.72E-03,6.27E-03
7.15E-03,6.68E-03
-4.10E-03,7.00E-03
-2.94E-02,7.90E-03
1.72E-02,6.59E-03
-2.47E-01,1.50E-02
