Normalized_intensity_increment,SE
2.34E-02,8.73E-03
3.91E-02,9.13E-03
9.39E-03,8.94E-03
1.79E-02,8.20E-03
2.52E-02,8.62E-03
6.97E-03,6.53E-03
4.71E-03,6.46E-03
3.56E-02,7.51E-03
7.19E-03,8.17E-03
2.83E-02,7.74E-03
6.83E-03,7.62E-03
4.38E-02,9.29E-03
1.05E-02,9.16E-03
2.43E-02,8.46E-03
2.89E-02,8.69E-03
1.34E-02,6.69E-03
1.71E-02,9.29E-03
2.17E-02,9.16E-03
1.95E-02,7.31E-03
2.47E-03,8.86E-03
1.48E-02,8.83E-03
-3.64E-03,9.15E-03
-1.77E-03,8.52E-03
7.38E-03,1.55E-02
1.04E-02,8.20E-03
1.38E-02,9.50E-03
3.01E-03,9.87E-03
3.15E-02,7.66E-03
2.27E-02,1.55E-02
1.82E-02,8.81E-03
-5.67E-04,8.87E-03
2.00E-02,8.87E-03
-2.13E-02,8.97E-03
1.92E-02,8.01E-03
1.94E-02,8.45E-03
-6.91E-03,7.52E-03
5.39E-03,9.11E-03
-1.14E-02,8.76E-03
1.67E-03,9.52E-03
1.31E-02,8.14E-03
-2.51E-02,7.93E-03
1.31E-03,1.03E-02
1.43E-03,8.61E-03
3.26E-03,9.65E-03
-1.54E-02,9.31E-03
-1.99E-02,8.36E-03
7.94E-03,8.74E-03
-2.64E-02,7.86E-03
2.24E-03,1.05E-02
-1.96E-02,9.86E-03
-2.68E-02,9.58E-03
-1.86E-02,8.15E-03
-1.64E-02,8.85E-03
-8.49E-03,8.63E-03
-1.84E-02,9.94E-03
-2.13E-02,8.77E-03
-9.45E-03,9.22E-03
-1.99E-03,1.07E-02
-7.53E-03,9.24E-03
7.23E-03,8.02E-03
-2.95E-02,9.10E-03
-3.08E-02,1.01E-02
-4.34E-03,7.96E-03
-1.79E-02,8.60E-03
-3.77E-02,8.38E-03
-2.73E-02,9.87E-03
-3.66E-02,9.90E-03
-5.00E-03,9.89E-03
-6.71E-03,9.24E-03
-5.92E-03,9.86E-03
-6.33E-04,9.75E-03
-6.48E-03,9.68E-03
-2.31E-02,8.85E-03
-9.07E-03,1.10E-02
3.95E-03,9.50E-03
-2.11E-03,1.10E-02
-1.20E-02,8.26E-03
-2.38E-02,9.72E-03
-1.40E-02,1.04E-02
-1.06E-02,1.11E-02
2.98E-02,1.06E-02
-3.65E-02,1.06E-02
-7.61E-03,9.95E-03
-2.34E-02,1.13E-02
-3.14E-02,1.58E-02
-1.96E-02,1.06E-02
-4.61E-02,1.58E-02
-3.39E-02,1.02E-02
-2.12E-02,8.82E-03
-5.70E-02,1.00E-02
-3.36E-02,1.06E-02
-3.04E-02,1.09E-02
-3.82E-02,1.15E-02
-4.60E-02,1.02E-02
-4.34E-02,1.06E-02
-5.70E-02,1.07E-02
-4.43E-02,9.71E-03
-6.02E-02,1.06E-02
-5.63E-02,1.02E-02
-7.03E-02,1.14E-02
-2.85E-02,1.08E-02
-6.88E-02,1.02E-02
-5.12E-02,1.03E-02
-4.35E-02,1.07E-02
-3.96E-02,1.01E-02
-3.90E-02,1.08E-02
-6.51E-02,1.19E-02
-6.27E-02,1.19E-02
-3.44E-02,1.04E-02
-7.45E-02,1.14E-02
-5.02E-02,1.32E-02
-4.51E-02,1.10E-02
-6.14E-02,1.18E-02
-3.77E-02,1.15E-02
-5.14E-02,1.12E-02
-4.24E-01,1.91E-02
-9.16E-02,2.61E-02
